,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Active Transportation | Riding Bike to Work,Active Transportation | Walking to Work,Birth Control | Teen Birth Control,Births | Low Birthweight,Births | Preterm Births,Births | Teen Births,Cancer | All Cancer Deaths,Cancer | Breast Cancer Deaths,Cancer | Colorectal Cancer Deaths,Cancer | Lung Cancer Deaths,Cardiovascular Disease | Cardiovascular Disease Deaths,Cardiovascular Disease | Heart Disease Deaths,Crime Incidents | Homicides,Crime Incidents | Violent Crime,Deaths | Deaths from All Causes,Deaths | Gun Deaths (Firearms),Deaths | Infant Deaths,Deaths | Injury Deaths,Deaths | Maternal Deaths,Deaths | Motor Vehicle Deaths,Deaths | Premature Death,Deaths | Racial Disparity in Police Killings,Diabetes and Obesity | Diabetes Deaths,Disability | People with Disabilities,Education | College Graduates,Education | Preschool Enrollment,Food Access | Limited Supermarket Access,"Health Insurance | Uninsured, All Ages","Health Insurance | Uninsured, Child",Heat and Disasters | Climate-related  Disasters,Heat and Disasters | Community Social Vulnerability to Climate Disasters,Heat and Disasters | Longer Summers,"Housing | Homeless, Children","Housing | Homeless, Total",Housing | Owner Occupied Housing,Housing | Renters vs. Owners,Housing | Vacant Housing and Homelessness,Income Inequality | Household Income Inequality,Income Inequality | Income Inequality,Income | Households with Higher-Incomes,Income | Per-capita Household Income,Income-related | Service Workers,Income-related | Unemployment,Language and Nativity | Foreign Born Population,Language and Nativity | Primarily Speak Chinese,Language and Nativity | Primarily Speak English,Language and Nativity | Primarily Speak Spanish,Lead Poisoning | Child Lead Levels 5+ mcg/dL,Lead Poisoning | Housing Lead Risk,Life Expectancy at Birth | Life Expectancy,Mental Health | Adult Mental Distress,Mental Health | Suicide,Oral Health | Dental Care,Physical Activity | Teen Computer Time,Physical Activity | Teen Physical Education,Physical Activity | Teen TV Time,Population | Children,Population | Population Density,Population | Single-Parent Families,Race/Ethnicity | Minority Population,"Racial Segregation Indices | Racial Segregation, White and Asian","Racial Segregation Indices | Racial Segregation, White and Black","Racial Segregation Indices | Racial Segregation, White and Hispanic","Racial Segregation Indices | Racial Segregation, White and Non-White",Respiratory Disease | Teen Asthma,Respiratory Infection | COVID-19 Deaths,"Respiratory Infection | COVID-19 Vaccination, Adults","Respiratory Infection | COVID-19 Vaccination, Seniors","Respiratory Infection | Flu Vaccinations, Medicare",Respiratory Infection | New Tuberculosis Cases,Sexually Transmitted Disease | New Chlamydia Cases,Sexually Transmitted Disease | New Gonorrhea Cases,Sexually Transmitted Disease | Syphilis Prevalence,"Sexually Transmitted Disease | Syphilis, Newborns",Substance Use | Adult Smoking,Substance Use | Drug Overdose Deaths,Substance Use | Opioid Overdose Deaths,Transportation | Lack of Car,Transportation | Longer Driving Commute Time,Transportation | Public Transportation Use
7190,2,0,2,1,0,1,1,2017,,6.253957821,23.6,13.57626572,13.03169173,35.88469185,197.3592202,32.31563748,20.07514406,35.75139086,338.2099351,268.242355,35.64838791,,996.1938279,30.38366708,10.67793355,135.9389573,51.16888932,7.041525679,12373.44019,,30.95399958,18.05187627,25.51824117,,,4.951624072,1.942880402,,,,,,36.0770819,1.771842808,,,,,27417.0,36.47496962,15.43174268,,,,,,,73.57383064,,5.691139739,,42.2,,30.8,,,33.56706206,,,,,,35.3,,,,31.0,,,,,,,69.1517292,51.40117896,,,36.34141063
3661,1,0,3,1,1,0,1,2017,,3.246928964,,6.210660238,7.685092127,2.353019709,143.0427053,22.93010148,12.60629232,28.40271011,212.6149881,167.4106761,2.019776889,,607.1046198,5.680477279,3.547591847,43.80993557,,6.423070426,4249.629962,,16.20880017,11.67665101,54.39088931,,,7.54505515,2.756116282,,,,,,47.42439144,1.108619572,,,,,57931.0,18.67578435,7.183332681,,,,,,,82.91121229,,12.71145296,,35.3,53.3,11.1,,,10.47435917,,,,,,22.4,,,,46.0,,,,,,,16.2783772,8.707564906,,,3.680732572
6771,4,0,3,1,0,0,0,2017,,12.55897713,,8.094285079,8.655985759,3.005823784,111.0617476,7.61909721,8.131836312,25.38133875,127.7579218,82.66407968,,,453.3057855,3.171311986,3.55628505,32.05773365,,4.030368486,3414.05472,,18.88339767,8.171680916,55.10669153,,,6.534320052,2.721579961,,,,,,44.16546763,1.264212412,,,,,41882.0,28.31300991,5.251521096,,,,,,,86.35453688,,7.688090296,,,,,,,11.63549161,,,,,,,,,,51.0,,,,,,,4.237705031,,,,23.87538268
6362,3,1,3,1,0,1,0,2017,,,,,,,89.91190634,,8.736336957,9.952752565,106.083427,69.67507556,,,367.0424847,,,20.96947509,,,2389.091951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.15638421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,3,2,0,1,0,0,0,2017,,,,,,,,,,,78.99776705,50.27608374,13.06558126,,311.9425978,12.17235338,,64.34098105,,,4801.584791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.74857198,17.19113508,,,
5737,3,0,3,1,0,0,0,2017,,6.165659206,,7.26172466,9.621785174,29.04116165,96.58329415,,,23.7988992,184.793616,116.0156045,4.811808334,,595.5531072,,5.212858384,56.04127153,,8.242915288,4227.706124,,19.04362335,9.192264685,27.09904911,,,19.61290535,5.267668112,,,,,,35.51642806,1.815598456,,,,,21124.0,53.67199025,6.618351701,,,,,,,,,11.95794737,,,,,,,27.77686358,,,,,,,,,,33.0,,,,,,,15.24631743,8.28369063,,,16.6966182
6364,5,0,3,1,0,1,0,2017,,15.32016756,,,,,,,,,,,,,,,,,,,,,,16.07252612,26.69306931,,,12.292563,0.0,,,,,,18.57835218,4.382608696,,,,,28449.0,54.8405467,10.04098361,,,,,,,,,,,,,,,,11.79321486,,,,,,,,,,,,,,,,,,,,,38.83901855
1781,4,2,3,1,0,0,0,2017,,,,,,,159.4130697,,,,,229.4540348,,,,,,141.8551918,,,3948.434334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5728,0,0,3,1,0,0,0,2017,6.467853221,5.7017858,9.8,6.733630952,7.953371088,14.70227339,173.1770088,21.49775628,13.81167128,39.87721152,230.9271307,159.6650937,3.838361953,515.7004533,819.9915086,9.363453388,4.508397767,76.16228375,14.30083231,8.274614477,5914.665763,5.520490492,25.60724456,12.72727273,48.16009966,58.39145907,35.34732254,8.779330345,3.254944584,8.15,20.14388489,37.53333333,9.217141489,529.7675593,53.44990784,0.870910616,1.029925784,0.078739524,0.483,58.46736335,36492.0,31.44671726,6.632189645,13.99312425,1.675710101,80.63909553,6.958263526,,38.74644593,77.86366119,14.0,18.08794743,70.7,41.4,56.3,14.9,18.28452036,4723.031043,8.639236019,29.00745799,34.87744207,43.79001265,33.25022741,26.70067994,18.6,,,,48.0,2.7,643.7,258.3,19.7,33.0,17.1,23.29506469,13.51045414,13.9552173,31.06177796,12.33526715
540,5,0,1,1,0,1,1,2017,,9.240246407,,,,,,,,,,,,,,,,,,,,,,17.74521775,16.7746114,,,0.0,0.0,,,,,,22.61251372,3.422330097,,,,,19383.0,52.27934045,7.69919427,,,,,,,,,,,,,,,,28.86937431,,,,,,,,,,,,,,,,,,,,,37.67967146
2201,3,0,2,0,0,0,0,2017,,1.501370437,,8.364704111,10.15283843,40.92647422,128.9549822,19.12776002,10.93266418,16.57129282,183.7080274,134.6205968,3.113810527,,671.7990068,5.161851059,4.302745361,44.74674439,14.95289837,11.47136059,5425.713134,,39.60873902,13.33594287,20.01419403,,,23.17468113,10.36912247,,,,,,60.6990602,0.647471965,,,,,17929.0,43.03794744,6.904000449,,,,,,,80.91849629,,7.644409098,,,,,,,28.70636845,,,,,,,,,,29.0,,,,,,,10.04927894,5.758925309,,,1.931268658
945,0,1,0,1,1,1,1,2017,,,16.5,,,,140.8491379,,13.24002051,29.25057061,196.7918281,140.4242964,4.532490922,,601.2593471,3.24746587,,31.60901438,,3.530222398,4997.746421,,18.78838342,,,,,,,,,,,,,,,,,,,,,,,,,,,81.35898747,,3.476163747,,40.8,32.8,23.3,,,,,,,,,20.7,,,,,,,,,,,13.190556,10.65911854,,,
3659,3,2,3,1,1,0,1,2017,,,,,,,141.2707394,,12.92237075,20.84242603,221.8642571,162.5152408,11.69224522,,665.3939485,12.4828497,,55.99382922,,13.3804831,6006.600043,,38.2855655,,,,,,,,,,,,,,,,,,,,,,,,,,,80.23663833,,9.466080353,,,,,,,,,,,,,,,,,,,,,,,,8.952408999,3.640671322,,,
1157,4,2,0,0,0,0,1,2017,,,,,,,163.1676895,,,,173.7533268,,,,492.6136658,,,,,,2560.276555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,0,2,3,1,0,0,0,2017,,,,,,,173.8393974,,18.6438393,39.51358505,318.6821525,264.2785268,13.09262264,,874.1991437,27.60616,,104.0041971,,14.95798819,8288.187173,,21.62376197,,,,,,,,,,,,,,,,,,,,,,,,,,,76.20466873,,29.3599054,,,,,,,,,,,,,,,,,,,,,,,,26.56195328,14.17955668,,,
2410,3,1,2,1,0,0,0,2017,,,,,,,90.20666778,,9.134875348,12.90569825,151.797334,92.06961916,,,478.5076272,,,18.00210545,,5.972165644,3192.53964,,30.44573033,,,,,,,,,,,,,,,,,,,,,,,,,,,83.22791476,,,,,,,,,,,,,,,,,,,,,,,,,,2.727298237,,,,
5945,3,0,2,1,1,0,0,2017,,1.482103317,,9.028442572,12.09141982,38.46829285,144.5752055,17.83640916,17.49471882,17.5235187,227.7072136,168.6934223,9.726468546,,756.4379801,12.37593672,6.60638909,60.1198886,40.95494956,11.90837965,6878.229437,,33.95973022,13.99279785,15.71055887,,,20.65026248,9.710070338,,,,,,53.68764492,0.862625938,,,,,18506.0,48.31217341,6.807368713,,,,,,,78.94191603,,10.81587616,,,,,,,28.01339526,,,,,,,,,,35.0,,,,,,,11.89383951,5.478031261,,,3.339903156
1999,1,2,0,0,0,0,1,2017,,,,,,,151.7378374,,17.01090848,33.36878175,,,14.43193645,,1053.995308,18.74915294,,167.9893242,,9.799956799,12779.55334,,23.29041418,,,,,,,,,,,,,,,,,,,,,,,,,,,73.63250225,,15.46217114,,,,,,,,,,,,,,,,,,,,,,,,110.8128943,92.93981188,,,
124,5,0,2,1,0,0,0,2017,,0.0,,,,,,,,,,,,,,,,,,,,,,12.78931043,30.239622,,,20.87807206,4.203539823,,,,,,41.6015625,1.403755869,,,,,35688.0,39.74056604,3.927492447,,,,,,,,,,,,,,,,26.10677083,,,,,,,,,,,,,,,,,,,,,6.114961272
531,4,0,1,1,0,1,1,2017,,22.42027856,,7.367933272,8.016682113,,116.9852003,14.37037121,8.408557722,28.78728737,105.1061689,53.86950184,,,374.8753682,,2.746498215,21.5236304,,,2576.092251,,9.690939879,9.279754271,50.47856943,,,3.589353853,1.016132411,,,,,,28.19375673,2.546884545,,,,,30568.0,30.02857333,7.285217016,,,,,,,87.05712556,,5.055945362,,57.6,65.1,11.8,,,10.25618945,,,,,,26.4,,,,51.0,,,,,,,,,,,31.67169338
332,5,0,2,0,0,0,1,2017,,15.27777778,,,,,,,,,,,,,,,,,,,,,,34.42887931,17.93831169,,,10.56034483,2.982107356,,,,,,29.48717949,2.391304348,,,,,15770.0,41.07142857,4.545454545,,,,,,,,,,,,,,,,23.07692308,,,,,,,,,,,,,,,,,,,,,9.722222222
2202,3,1,2,0,0,0,0,2017,,,,,,,108.9141444,,7.286813679,11.37904847,144.2835121,100.8672485,,,544.874811,1.632006555,,24.55858969,,5.380902392,3713.903858,,33.31358771,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0584281,,3.737691337,,,,,,,,,,,,,,,,,,,,,,,,5.191020567,2.887092033,,,
1790,1,1,3,1,0,0,0,2017,,,,,,,117.9510345,,10.23193774,25.46974985,144.0208845,100.8139555,,,574.8699956,2.850043337,,49.67468748,,3.764432093,3669.128115,,9.544192295,,,,,,,,,,,,,,,,,,,,,,,,,,,84.24955482,,11.82984395,,,,,,,,,,,,,,,,,,,,,,,,12.04618938,8.319183609,,,
6153,3,0,3,1,1,0,0,2017,,3.037454565,18.9,6.229773463,8.442118891,20.63650921,118.5150434,15.07113783,10.89028081,16.08595117,152.3309492,102.2968891,2.252633628,,515.4147774,2.953393935,4.561795716,33.68406305,,7.413785585,3849.456363,,30.6142822,7.846962143,19.1615032,,,18.94394016,8.269671356,,,,,,33.91574416,1.948483145,,,,,19356.0,50.78668596,9.315770251,,,,,,,83.59568887,,6.028641396,,43.1,40.7,21.0,,,27.39994733,,,,,,21.0,,,,26.0,,,,,,,8.180820325,3.646279376,,,6.384133172
5317,4,2,1,0,1,1,1,2017,,,,,,,143.0117749,,10.25228345,32.27163592,156.4819093,114.6659059,,,534.3949645,,,46.17092129,,,4873.782425,,16.74506825,,,,,,,,,,,,,,,,,,,,,,,,,,,80.83179412,,7.831692981,,,,,,,,,,,,,,,,,,,,,,,,13.89467139,,,,
2829,1,0,0,1,0,0,0,2017,,1.885285125,,8.146769476,10.27291589,23.85112703,188.8550196,18.53353283,15.7432383,56.34550091,261.1893229,198.9782603,7.606807749,,965.3575946,16.80210464,5.984440455,109.3890139,31.41120897,12.11547568,9112.956636,,23.07862128,14.98793874,36.30764535,,,9.130975299,4.419354136,,,,,,64.72635365,0.544965758,,,,,33162.0,32.82493183,5.730096596,,,,,,,75.53819235,,21.73981025,,,,,,,14.11781861,,,,,,,,,,55.0,,,,,,,50.14231663,32.28316524,,,0.901481788
6565,4,2,3,1,0,0,0,2017,,,,,,,121.6722534,,11.0490263,32.31928729,174.3965098,94.83940575,2.546707491,,483.2608111,3.735456136,,33.03234922,,5.519290445,3461.840087,,28.09411568,,,,,,,,,,,,,,,,,,,,,,,,,,,86.26704022,,6.89964882,,,,,,,,,,,,,,,,,,,,,,,,6.570948254,,,,
1167,1,2,0,0,0,0,1,2017,,,,,,,,,18.82874316,,,,12.04251841,,,23.86169145,,257.8287129,,12.97403481,16169.73476,,34.89543382,,,,,,,,,,,,,,,,,,,,,,,,,,,67.76930171,,30.62869993,,,,,,,,,,,,,,,,,,,,,,,,168.2165817,155.8243233,,,
739,4,0,2,1,0,0,0,2017,,2.488244514,,9.679821296,8.215438074,16.32986324,85.24480112,,,14.17612225,125.6868522,72.52245949,,,459.1761311,,3.243243243,48.71784968,,7.876277806,3185.318097,,,4.766349688,55.35249535,,,14.23098613,10.92900481,,,,,,50.9208278,0.96383296,,,,,32598.0,32.70264047,5.505186045,,,,,,,,,8.683983503,,,,,,,11.16385039,,,,,,,,,,49.0,,,,,,,,,,,5.501567398
3232,0,0,3,1,0,0,0,2017,0.368409347,1.595244757,,9.021293414,10.60885609,21.87298725,153.0120843,21.32807323,15.90328437,37.32514809,255.4875124,204.4535257,8.554044366,618.899194,739.7904392,16.54711796,4.284627398,73.00341346,9.518747967,10.40002888,6583.875083,5.902330068,16.92420515,13.06753347,23.15509425,36.92875734,42.27336291,15.75971075,10.15467983,5.1,39.59731544,63.06666667,6.779661017,307.2282427,51.76727562,0.931722286,5.61633282,-0.005221496,0.4681,52.61255325,27650.0,45.48060372,8.786043539,21.22439525,0.699613236,66.39157714,25.43996562,,1.703359271,78.40318449,14.0,19.55302641,58.1,40.2,,23.3,24.10811663,4613.515599,13.5822081,55.62781705,24.2354126,36.38811108,46.10025136,35.42174299,25.3,,,,36.0,2.8,539.8,201.0,23.5,76.7,20.5,21.22118306,12.02237035,9.939345801,35.93317722,4.163707195
5739,3,2,3,1,0,0,0,2017,,,,,,,123.7074275,,,,250.03222,181.0489841,,,804.5256954,,,74.43326583,,11.35145966,5206.188152,,25.3530853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.41970171,,,,,,,,,,,,,,,,,,,,,,,,18.4151884,10.57456733,,,
4495,1,2,0,1,0,0,0,2017,,,,,,,153.7000457,,12.25992235,32.85591649,197.3925778,,2.640406451,,798.282399,7.660540471,,95.75273663,,4.763584618,6114.819605,,23.82294287,,,,,,,,,,,,,,,,,,,,,,,,,,,79.10569171,,18.86556817,,,,,,,,,,,,,,,,,,,,,,,,31.11827895,19.87836956,,,
5940,4,1,2,1,1,0,0,2017,,,,,,,120.5792836,,,,,,,,751.6688695,,,,,,2278.378651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,0,2,2,1,0,0,0,2017,,,20.1,,,,198.1449355,,17.12785304,47.5423266,300.0644918,226.0000095,11.0274837,,942.9547476,21.7667488,,77.06808555,,15.81961998,8023.30057,,30.8312007,,,,,,,,,,,,,,,,,,,,,,,,,,,75.84595703,,18.91269452,,38.6,49.3,22.5,,,,,,,,,22.2,,,,,,,,,,,12.14295442,5.920135404,,,
6144,0,0,3,1,1,0,0,2017,0.985465489,3.059093697,15.6,6.931959156,8.610750554,12.00875186,136.0694743,20.02682211,11.89422552,24.9226185,178.5723797,124.3054147,2.452701047,366.6133939,570.31602,5.329841627,3.823487762,46.13770799,4.853148149,6.327609181,4110.531272,3.362345432,20.85810821,9.046859531,44.40325586,56.06473693,32.99915428,10.36578438,5.305246539,27.95,21.81818182,27.95,11.51746725,278.9565927,46.79628874,1.136921596,2.131331878,0.186747897,0.4729,64.69672499,37112.0,32.05982774,7.012125805,26.35592818,2.633655909,59.40532775,22.94502818,1.462860389,11.15711843,81.83663889,11.6,11.65541799,69.1,43.0,43.5,19.2,20.45750939,4283.13739,9.472253006,56.89089453,47.96779412,56.63577937,54.96509691,45.53277028,21.3,,,,43.0,7.1,624.1,179.0,17.5,25.7,12.4,14.19154243,7.871871009,6.704693788,29.26111959,4.02088177
537,3,0,1,1,0,1,1,2017,,9.86353923,14.1,9.326060179,10.55780398,20.35510463,88.14879932,10.13349506,7.204508519,11.55208646,118.8976882,83.63794315,7.126493386,,481.3421416,5.045141215,5.81641286,67.0043894,,3.656177126,4848.877364,,28.92535863,13.3388831,20.3032978,,,5.90505236,1.352572352,,,,,,16.23463295,5.159671138,,,,,19596.0,55.53657094,9.783752538,,,,,,,83.91585218,,4.544839059,,43.7,59.0,24.0,,,40.88280061,,,,,,29.2,,,,43.0,,,,,,,44.91687918,36.30851151,,,44.22439468
6772,4,1,3,1,0,0,0,2017,,,,,,,83.54101961,,,14.23387695,93.51395747,58.86730479,,,347.2569039,,,18.77800814,,,2321.016804,,15.55818706,,,,,,,,,,,,,,,,,,,,,,,,,,,88.66243884,,6.096527576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6352,0,0,3,1,0,1,0,2017,3.918718391,11.07073277,18.2,6.99842732,8.058896257,6.494832727,129.0549472,15.4817417,12.29431047,25.84403838,152.7602695,107.5567758,4.758353921,715.0030354,520.6374136,5.213245077,2.806611128,49.73021357,,3.826712444,3966.641412,10.25772942,12.68421752,10.579109,55.78692792,69.93856366,10.63036177,5.528519383,2.010854552,1.7,13.84615385,14.76666667,6.532516769,793.5084575,37.29722498,1.681164619,0.916156314,0.308850746,0.5148,69.58040204,59508.0,25.42432969,5.449649449,34.77436845,18.38163909,56.2459321,10.99402829,1.679852606,57.42335594,83.21781291,10.2,10.07249205,69.7,41.5,48.4,21.5,13.41628648,18425.42532,4.895867013,59.15595137,40.95820619,53.43995577,44.32294665,35.70143878,17.4,,,,46.0,12.2,1033.2,653.0,66.0,11.0,11.4,20.8464714,11.25287452,30.45360285,51.02680514,34.02158223
2622,1,1,2,0,1,0,1,2017,,,,,,,159.4630419,,13.77312536,31.72637696,189.0676766,133.1945321,2.966056639,,700.2944439,5.770505668,,51.79030795,,6.873994938,5795.388682,,11.7815521,,,,,,,,,,,,,,,,,,,,,,,,,,,80.33244034,,10.348311,,,,,,,,,,,,,,,,,,,,,,,,16.20670246,9.668714955,,,
5112,2,2,2,1,0,0,0,2017,,,,,,,230.5581022,,27.74533764,55.49111435,387.7482722,293.3011799,59.9434858,,1269.033975,62.30839399,,172.6612042,,27.79799892,16057.32853,,65.88908264,,,,,,,,,,,,,,,,,,,,,,,,,,,68.73148907,,19.22813953,,,,,,,,,,,,,,,,,,,,,,,,33.77998838,7.316878334,,,
3658,3,1,3,1,1,0,1,2017,,,,,,,100.5986352,,9.75406864,9.424385768,144.1793846,96.61610992,1.929814195,,419.8491155,1.479022719,,15.89141693,,5.445188228,2998.11862,,25.68056733,,,,,,,,,,,,,,,,,,,,,,,,,,,86.759625,,1.960580818,,,,,,,,,,,,,,,,,,,,,,,,2.637105909,0.855832596,,,
4694,2,0,1,1,1,1,1,2017,,5.370505422,25.1,11.51769172,11.76344305,20.84836396,153.4377591,26.14330326,16.25263429,26.17641603,273.5546116,221.4866197,8.910136658,,692.0300631,7.032593568,6.279060781,42.47867457,43.80078073,3.313881844,6941.035839,,35.59330462,12.3814702,23.62160725,,,9.10630794,3.107430777,,,,,,26.88898689,2.71899471,,,,,23721.0,45.56003814,11.54633171,,,,,,,79.90788826,,5.18921227,,43.8,17.1,29.0,,,38.19453782,,,,,,27.4,,,,27.44,,,,,,,17.97472518,10.89303927,,,61.86086173
5117,1,0,2,1,0,0,0,2017,,1.183644997,,7.666132906,11.17340809,20.72706663,152.5988651,20.35048059,12.64839807,40.11562292,233.5841267,183.3101923,4.943192831,,785.235813,15.15465639,5.644144885,88.79949505,40.65683374,11.42277575,6824.020232,,24.27826609,15.66284481,35.75489804,,,9.673943218,4.78627604,,,,,,66.78193405,0.49741096,,,,,36998.0,29.58814968,3.971658761,,,,,,,77.85791888,,20.78227365,,,,,,,12.87144856,,,,,,,,,,52.0,,,,,,,22.17709685,10.59080283,,,0.3004118
3246,1,1,3,1,0,0,0,2017,,,,,,,156.4285712,,14.58047878,45.37561599,214.5626503,168.1717617,3.483857802,,706.8133232,7.718580977,,59.86735208,,6.431373281,5823.308216,,11.13977026,,,,,,,,,,,,,,,,,,,,,,,,,,,79.82418799,,16.39304707,,,,,,,,,,,,,,,,,,,,,,,,26.93227973,17.75993335,,,
6990,1,1,3,0,0,0,0,2017,,,,,,,,,14.4244638,46.86039368,,,4.591204437,,,7.069449458,,88.37934915,,9.887744436,8048.784967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7093313,,15.67211182,,,,,,,,,,,,,,,,,,,,,,,,35.67309951,24.38593964,,,
116,4,1,2,1,0,0,0,2017,,,,,,,71.01464987,,,,85.58222578,46.89679896,,,296.9942911,,,,,,1658.794506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,0,0,3,1,0,0,1,2017,1.005383045,2.50752211,,6.916221034,8.480418375,16.7764048,162.5832183,21.66544357,17.67438706,29.6907919,261.1432859,196.112261,6.999431896,657.8319336,740.2740061,8.837648232,3.735745183,45.7906156,13.18652337,8.784836958,5521.243771,5.363943768,28.58555019,9.967795465,29.88451476,48.17860492,19.33773672,11.95523869,5.314494851,40.4,52.38095238,5.291666667,7.568438003,395.9710004,39.99915152,1.500053031,1.898550725,0.047023957,0.4729,56.8863219,29586.0,40.06027042,8.239391814,25.95321038,0.690020867,53.38005088,34.37099307,0.941067572,33.52346309,78.73046003,13.1,10.1746289,60.2,,,,23.68174389,9352.914281,13.62961437,72.37831278,49.79784545,54.16741727,57.37468689,53.15543117,,,,,42.0,5.3,632.7,256.8,19.6,38.2,14.3,9.441195352,3.866176944,10.30902843,46.25831655,6.31720246
6781,1,0,3,1,0,0,0,2017,,9.639405324,,5.62421372,7.153436019,1.172699554,130.0449945,16.45961595,10.30873643,24.64828999,159.7087923,119.0456658,0.882262704,,575.0478576,5.50010499,2.928636031,57.82640085,,3.60832965,3936.853296,,11.62825959,9.018436146,68.63857007,,,4.299823467,1.24014088,,,,,,51.34221855,0.947714821,,,,,61409.0,18.1788213,3.738450268,,,,,,,82.71325592,,14.86960628,,,,,,,6.744344888,,,,,,,,,,57.0,,,,,,,20.91540042,15.58997603,,,19.65735122
1364,4,1,0,1,0,0,0,2017,,,,,,,59.47284341,,,,73.49723215,55.13387533,,,264.9522542,,,,,,1826.158527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,0,2,0,1,0,0,0,2017,,,,,,,197.6077549,,16.78198525,53.21881293,269.7877286,210.1856771,40.19575975,,952.7772609,55.53067094,,141.3848183,,20.92845078,10314.54007,,24.03626836,,,,,,,,,,,,,,,,,,,,,,,,,,,73.74765164,,30.44118558,,,,,,,,,,,,,,,,,,,,,,,,24.7974863,9.492018329,,,
6571,3,2,3,1,0,0,0,2017,,,,,,,137.7072686,,14.86182176,15.72050464,194.1519462,119.5643052,8.872238447,,637.8964716,8.254001436,,64.14911306,,13.63560858,5567.215685,,45.49245822,,,,,,,,,,,,,,,,,,,,,,,,,,,79.23136994,,9.602835258,,,,,,,,,,,,,,,,,,,,,,,,16.56760497,5.471348881,,,
2821,4,2,0,1,0,0,0,2017,,,,,,,129.8021973,,,,160.4490987,123.7393015,,,621.4054473,,,61.62603348,,,6431.493007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6566,2,0,3,1,0,0,0,2017,,1.701014066,,9.2042186,8.437200384,11.3458529,166.3136592,,13.48049779,29.35081056,247.4968977,151.0687884,,,732.6803461,,9.651474531,72.57672766,,,6983.82185,,48.7422725,12.0495754,33.91174054,,,6.55103446,1.727500697,,,,,,33.25773383,2.006819422,,,,,34009.0,35.47280122,7.424402871,,,,,,,76.55125155,,,,,,,,,28.88505851,,,,,,,,,,32.0,,,,,,,27.37062314,11.41699044,,,9.218187766
2203,3,2,2,0,0,0,0,2017,,,,,,,161.0612447,,16.04184774,25.03334612,241.7516182,185.1923956,5.505194171,,853.9877779,9.146978576,,67.96225081,,18.65135648,7387.063487,,49.4346229,,,,,,,,,,,,,,,,,,,,,,,,,,,77.87820699,,12.10051604,,,,,,,,,,,,,,,,,,,,,,,,15.5669435,9.054271607,,,
1362,0,2,0,1,0,0,0,2017,,,,,,,184.199112,,16.16575263,54.62819777,292.5375009,224.7043977,18.55745155,,997.6411579,25.34648451,,124.6841699,,14.72497301,9889.647712,,33.76869458,,,,,,,,,,,,,,,,,,,,,,,,,,,73.33523958,,17.34903775,,,,,,,,,,,,,,,,,,,,,,,,48.90131005,41.28831301,,,
3860,4,1,2,1,0,0,0,2017,,,,,,,,,,,,,,,,,,,,,2648.98229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,2,1,0,1,0,0,0,2017,,,,,,,175.6295786,,16.09775982,42.49906408,249.245287,181.0261748,9.764716848,,863.0640474,10.11373778,,57.65986665,,7.86453005,8731.229681,,38.80044741,,,,,,,,,,,,,,,,,,,,,,,,,,,75.90543902,,4.661954532,,,,,,,,,,,,,,,,,,,,,,,,19.1295618,10.29958697,,,
749,1,0,2,1,0,0,0,2017,,2.198256291,,6.86034578,8.322804801,5.790680502,128.4397506,17.28567325,9.017010266,31.39803294,170.1281544,123.8228327,1.989871936,,657.5888352,7.795525441,3.684014176,58.95130362,,7.591387802,4604.912166,,14.17828701,8.90422997,57.90703016,,,6.975229852,3.105757562,,,,,,66.76384079,0.497816765,,,,,52022.0,20.46985749,4.385704433,,,,,,,81.69721115,,13.63774653,,,,,,,9.167628625,,,,,,,,,,60.0,,,,,,,22.02734441,18.91410249,,,1.596273831
