,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Air Pollution | Poor Air Quality,Dietary Quality | Teen Breakfast,Lead Poisoning | Child Lead Levels 10+ mcg/dL,Physical Activity | Teen Physical Education,School Violence | Fighting in School
6235,4,3,2,3,1,1,0,0,2022,62.55298918285469,15.794630863844471,0.2598716744278334,45.797651396222335,20.57142857142857
6236,4,5,0,3,1,1,0,0,2022,62.64001527386732,14.073324021048526,0.2598750054383313,49.320316377037734,18.251473442879153
6237,4,1,0,3,1,1,0,0,2022,62.64001527386732,11.369599895713113,0.2598750054383313,46.833472333927475,17.113193125656036
6238,4,1,1,3,1,1,0,0,2022,62.55298918285469,11.18746747303038,0.2598716744278334,50.53507430116675,13.47266195342435
6239,4,1,2,3,1,1,0,0,2022,62.55298918285469,11.844500755965981,0.2598716744278334,48.07751451336434,19.12339984286749
6240,6,0,0,3,1,0,1,0,2010,31.78082192,12.4,0.339805825,48.4,18.7
6241,6,0,1,3,1,0,1,0,2010,25.39593578263025,15.39037100186014,0.24269243198570103,57.116427127093374,18.008410144825906
6242,6,0,2,3,1,0,1,0,2010,25.39593578263025,14.701613373649353,0.24269243198570103,50.92320411636678,27.962066017102547
6243,6,4,0,3,1,0,1,0,2010,25.39593578263025,11.87154653370637,0.24269243198570103,48.02719331056416,12.591952211295729
6244,6,4,1,3,1,0,1,0,2010,25.358223420555742,13.067919274815678,0.24212458873377657,59.65594573491163,15.410566772245717
6245,6,4,2,3,1,0,1,0,2010,25.358223420555742,12.585230265028674,0.24212458873377657,55.88508895450517,21.209337272529904
6246,6,2,0,3,1,0,1,0,2010,25.39593578263025,18.33697880299305,0.24269243198570103,52.29935616749391,36.581609585372746
6247,6,2,1,3,1,0,1,0,2010,25.358223420555742,15.689413237729015,0.24212458873377657,56.32546662944971,25.54203476881038
6248,6,2,2,3,1,0,1,0,2010,25.358223420555742,15.257042091836835,0.24212458873377657,53.314619214357435,31.39972587067517
6249,6,3,0,3,1,0,1,0,2010,25.39593578263025,18.385784666789792,0.24269243198570103,54.538113771461504,30.75091303758982
6250,6,3,1,3,1,0,1,0,2010,25.358223420555742,14.986485657825426,0.24212458873377657,58.87502152300369,24.016521069875154
6251,6,3,2,3,1,0,1,0,2010,25.358223420555742,15.818662224513993,0.24212458873377657,55.9013493446567,29.815291570159335
6252,6,5,0,3,1,0,1,0,2010,25.39593578263025,12.16439093395597,0.24269243198570103,51.76782370874706,18.566411381457783
6253,6,1,0,3,1,0,1,0,2010,25.39593578263025,8.98713894305805,0.24269243198570103,58.864110353995024,20.677755945770656
6254,6,1,1,3,1,0,1,0,2010,25.358223420555742,9.139958926124457,0.24212458873377657,62.63151644875304,19.35784692974814
6255,6,1,2,3,1,0,1,0,2010,25.358223420555742,9.695321687239218,0.24212458873377657,60.207626754584986,25.15661743003231
6256,6,0,0,3,1,0,1,0,2011,30.95890411,12.4,0.22426553,48.4,18.7
6257,6,0,1,3,1,0,1,0,2011,29.525703670062782,14.089388658442838,0.2535976805615477,49.6,13.1
6258,6,0,2,3,1,0,1,0,2011,29.525703670062782,14.327199224868538,0.2535976805615477,46.7,23.3
6259,6,4,0,3,1,0,1,0,2011,29.525703670062782,11.873438861629745,0.2535976805615477,43.8,10.9
6260,6,4,1,3,1,0,1,0,2011,29.586155205639802,11.0214315214674,0.2533811785584352,58.896071940270936,12.567081077485126
