,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cancer | Lung Cancer Deaths,Deaths | Motor Vehicle Deaths,Heat and Disasters | Climate-related  Disasters,Income | Households with Higher-Incomes,Life Expectancy at Birth | Life Expectancy,Race/Ethnicity | Minority Population,Respiratory Infection | New Tuberculosis Cases,Transportation | Public Transportation Use
574,8,1,1,1,1,0,1,1,2019,31.85358619,2.254543666,11.3,64.29354593613903,84.1132063,55.61176588535294,4.900425302465005,23.322001799336753
575,8,1,2,1,1,0,1,1,2019,32.04107393,4.782970303,11.3,64.29354593613903,80.29746811,55.61176588535294,4.900425302465005,23.322001799336753
576,8,0,0,1,1,0,1,1,2020,24.35781,3.892960333,11.3,67.09363782,79.69987214,55.81827328,3.2,25.7079747
577,8,0,1,1,1,0,1,1,2020,20.52760219,1.993821993,10.617850195144724,65.31900307121879,82.10421029,57.49123201627379,4.768936637330852,29.784253048992692
578,8,0,2,1,1,0,1,1,2020,29.75733678,6.064193118,10.617850195144724,65.31900307121879,77.1485946,57.49123201627379,4.768936637330852,29.784253048992692
579,8,4,0,1,1,0,1,1,2020,30.72425605,3.0566473289365845,10.617850195144724,65.31900307121879,84.67073183,57.49123201627379,4.768936637330852,28.79286901
580,8,4,1,1,1,0,1,1,2020,17.09908127,1.984272207229262,10.60312191224563,65.30752961434804,89.23792711238112,57.52933248627396,4.7729181253434945,29.595113036154437
581,8,4,2,1,1,0,1,1,2020,46.85262097,4.398063272243556,10.60312191224563,65.30752961434804,83.41105062,57.52933248627396,4.7729181253434945,29.595113036154437
582,8,2,0,1,1,0,1,1,2020,23.91931728,5.919409298,10.617850195144724,65.31900307121879,77.21649572,57.49123201627379,4.768936637330852,30.06161481
583,8,2,1,1,1,0,1,1,2020,26.98712139243993,4.048660857173455,10.60312191224563,65.30752961434804,81.13091429,57.52933248627396,4.7729181253434945,34.56170700410887
584,8,2,2,1,1,0,1,1,2020,31.9041981,11.30846014,10.60312191224563,65.30752961434804,72.31886216,57.52933248627396,4.7729181253434945,34.56170700410887
585,8,3,0,1,1,0,1,1,2020,12.46078878,3.942894576,10.617850195144724,65.31900307121879,81.64354925,57.49123201627379,4.768936637330852,34.10948264
