,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Active Transportation | Walking to Work,Cardiovascular Disease | Heart Disease Deaths,Deaths | Racial Disparity in Police Killings,Heat and Disasters | Longer Summers,Income-related | Service Workers,Mental Health | Suicide,"Racial Segregation Indices | Racial Segregation, White and Black",Sexually Transmitted Disease | New Gonorrhea Cases
10,20,3,1,2,1,0,0,0,2010,1.5596327272272692,93.68691194,1.829976587006482,33.177406527438876,66.89343279133698,2.997169030519342,54.33089657171078,182.60001691281673
11,20,3,2,2,1,0,0,0,2010,1.5596327272272692,185.8230248,1.829976587006482,33.177406527438876,66.89343279133698,7.0040341,54.33089657171078,182.60001691281673
12,20,5,0,2,1,0,0,0,2010,2.8025161333076927,164.5262166018242,1.8299765497337235,33.177488774876934,50.16820858,12.054823196330428,54.33090833423553,182.60003382269625
13,20,1,0,2,1,0,0,0,2010,1.7053366775384615,139.377853,1.8299765497337235,33.177488774876934,19.66626083,16.9749379,54.33090833423553,182.60003382269625
14,20,1,1,2,1,0,0,0,2010,1.82994470621273,103.8914782,1.829976587006482,33.177406527438876,26.033212781283844,6.608157048,54.33089657171078,182.60001691281673
15,20,1,2,2,1,0,0,0,2010,1.82994470621273,187.8922057,1.829976587006482,33.177406527438876,26.033212781283844,27.72699917,54.33089657171078,182.60001691281673
16,20,0,0,2,1,0,0,0,2011,2.506039282,139.7086185,4.16935343,50.90238095,32.72458,13.08844854,57.92412466,142.8
17,20,0,1,2,1,0,0,0,2011,1.9688186870259765,105.2340192,1.4098591357862604,36.697169165793134,37.77753640137466,5.174335824,54.86166129434813,193.4860056310242
18,20,0,2,2,1,0,0,0,2011,1.9688186870259765,188.1766372,1.4098591357862604,36.697169165793134,37.77753640137466,21.66746639,54.86166129434813,193.4860056310242
19,20,4,0,2,1,0,0,0,2011,2.6414704984736845,64.71926676,1.4098591357862604,36.697169165793134,18.85036711,8.029195932447147,54.86166129434813,193.4860056310242
20,20,4,1,2,1,0,0,0,2011,2.6548561603743632,33.56591948,1.409849572438002,36.69716735091133,33.69050629921502,4.117589228463784,54.861661660713665,193.48585997101998
21,20,4,2,2,1,0,0,0,2011,2.6548561603743632,125.7363129,1.409849572438002,36.69716735091133,33.69050629921502,13.003496798281567,54.861661660713665,193.48585997101998
22,20,2,0,2,1,0,0,0,2011,2.3658623495263162,217.8581687,1.4098591357862604,36.697169165793134,36.02018503,8.29037384,54.86166129434813,193.4860056310242
23,20,2,1,2,1,0,0,0,2011,2.091203607327019,175.7746799,1.409849572438002,36.69716735091133,42.325761618479916,4.138896197,54.861661660713665,193.48585997101998
24,20,2,2,2,1,0,0,0,2011,2.091203607327019,276.8467464,1.409849572438002,36.69716735091133,42.325761618479916,15.030459,54.861661660713665,193.48585997101998
25,20,3,0,2,1,0,0,0,2011,1.5635667168947371,114.0278388,1.4098591357862604,36.697169165793134,57.64453585,4.93047941,54.86166129434813,193.4860056310242
26,20,3,1,2,1,0,0,0,2011,1.70451066183801,84.12630367,1.409849572438002,36.69716735091133,67.96168773164646,2.9783206573600003,54.861661660713665,193.48585997101998
27,20,3,2,2,1,0,0,0,2011,1.70451066183801,160.7634714,1.409849572438002,36.69716735091133,67.96168773164646,7.969602676,54.861661660713665,193.48585997101998
28,20,5,0,2,1,0,0,0,2011,2.2918590908421055,163.43214590818835,1.4098591357862604,36.697169165793134,50.16820858,11.788771198736594,54.86166129434813,193.4860056310242
29,20,1,0,2,1,0,0,0,2011,1.7060484216842107,140.321276,1.4098591357862604,36.697169165793134,19.66626083,18.76316311,54.86166129434813,193.4860056310242
