,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Income-related | Unemployment,"Racial Segregation Indices | Racial Segregation, White and Non-White",Cancer | Lung Cancer Deaths,Active Transportation | Riding Bike to Work,Deaths | Deaths from All Causes,Sexually Transmitted Disease | New Gonorrhea Cases
5379,3,4,0,1,0,1,1,1,2021,4.972167777,57.97227872014909,24.77025466,1.844462324447577,625.5150575,434.9606177215309
5380,3,4,1,1,0,1,1,1,2021,5.631230723725196,57.97940739908166,18.12059882,1.8441723211559806,579.6549128,434.7565122277625
5381,3,4,2,1,0,1,1,1,2021,5.631230723725196,57.97940739908166,32.23693912,1.8441723211559806,682.877073,434.7565122277625
5382,3,2,0,1,0,1,1,1,2021,12.53435115,57.97227872014909,40.4434108,1.844462324447577,1240.53667,434.9606177215309
5383,3,2,1,1,0,1,1,1,2021,12.569334732467047,57.97940739908166,33.55320372,1.8441723211559806,958.7706294,434.7565122277625
5384,3,2,2,1,0,1,1,1,2021,12.569334732467047,57.97940739908166,54.19863757,1.8441723211559806,1694.92116,434.7565122277625
5385,3,3,0,1,0,1,1,1,2021,9.389446836,57.97227872014909,15.86654033,1.844462324447577,860.1389059,434.9606177215309
5386,3,3,1,1,0,1,1,1,2021,10.242525432117827,57.97940739908166,9.492870616,1.8441723211559806,617.697539,434.7565122277625
5387,3,3,2,1,0,1,1,1,2021,10.242525432117827,57.97940739908166,34.44020981,1.8441723211559806,1009.9395251891603,434.7565122277625
5388,3,5,0,1,0,1,1,1,2021,24.75386779,57.97227872014909,35.904239024241015,1.844462324447577,890.7225237211306,434.9606177215309
5389,3,1,0,1,0,1,1,1,2021,5.295003694,57.97227872014909,39.65341114,1.844462324447577,906.1755517,434.9606177215309
5390,3,1,1,1,0,1,1,1,2021,5.455510557083867,57.97940739908166,35.77699384,1.8441723211559806,737.2631128,434.7565122277625
5391,3,1,2,1,0,1,1,1,2021,5.455510557083867,57.97940739908166,44.98772885,1.8441723211559806,1108.672329,434.7565122277625
5392,3,0,0,1,0,1,1,1,2022,8.645335529,57.57589675,34.57214731,1.860587623,965.7879729,444.6
5393,3,0,1,1,0,1,1,1,2022,8.349114013751198,57.42508750507991,29.94228679,1.7511787957946496,763.6417256,418.9357211430414
5394,3,0,2,1,0,1,1,1,2022,8.349114013751198,57.42508750507991,42.25201771,1.7511787957946496,1244.873869,418.9357211430414
5395,3,4,0,1,0,1,1,1,2022,4.972167777,57.42508750507991,19.54436649,1.7511787957946496,587.532704,418.9357211430414
5396,3,4,1,1,0,1,1,1,2022,5.276737048799008,57.422944915397274,11.13713113,1.7496243935795657,622.4729297,418.5710851620535
