,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Birth Control | Teen Birth Control,Dietary Quality | Teen Soda,Lead Poisoning | Child Lead Testing,Physical Activity | Teen Physical Inactivity,School Violence | Weapons in School
44,20,5,0,2,1,0,0,0,2012,17.02003148316444,23.879985154280174,7.015617678,16.820016125523253,13.360021500697668
45,20,1,0,2,1,0,0,0,2012,7.145905037449195,15.769480800126018,7.015617678,10.39412777879923,16.88705432866097
46,20,1,1,2,1,0,0,0,2012,14.87622263252287,18.654853869045816,7.015617677999999,16.29181763656516,11.213658574924558
47,20,1,2,2,1,0,0,0,2012,9.066217992567152,20.435030361577933,7.015617677999999,11.398218446748972,19.703860032043895
48,20,0,0,2,1,0,0,0,2013,17.05,23.299999999999997,10.1397925,16.700000000000003,12.95
49,20,0,1,2,1,0,0,0,2013,13.5,21.0,6.7860009636,22.8,6.7
50,20,0,2,2,1,0,0,0,2013,10.8,19.8,6.7860009636,12.3,20.5
51,20,4,0,2,1,0,0,0,2013,16.54001305399501,8.59265127426762,6.7860009636,20.83397242157694,8.508594123506784
52,20,4,1,2,1,0,0,0,2013,18.466610432524188,16.687949079910133,6.786000963599999,21.487061029355097,7.4611351864383915
53,20,4,2,2,1,0,0,0,2013,12.465615872693423,18.942977328596392,6.786000963599999,15.31484810916065,20.346102433837054
54,20,2,0,2,1,0,0,0,2013,12.3,27.5,6.7860009636,23.9,11.6
55,20,2,1,2,1,0,0,0,2013,18.5953533603825,24.35023480278387,6.786000963599999,21.78127986389465,9.819453816044962
56,20,2,2,2,1,0,0,0,2013,12.818964696085223,25.198071596803914,6.786000963599999,15.402201039818816,14.940904871925515
57,20,3,0,2,1,0,0,0,2013,23.315682008900932,15.4,6.7860009636,15.4,15.3
58,20,3,1,2,1,0,0,0,2013,19.057684823766397,21.452798880200202,6.786000963599999,18.860195647983897,9.561173887903369
59,20,3,2,2,1,0,0,0,2013,13.618612685141278,22.300635674220246,6.786000963599999,15.198899480090592,18.05986956801074
60,20,5,0,2,1,0,0,0,2013,16.54001305399501,23.879985154280174,6.7860009636,16.819996928471763,13.35998950561185
61,20,1,0,2,1,0,0,0,2013,7.162546935328363,16.3,6.7860009636,10.5,16.0
62,20,1,1,2,1,0,0,0,2013,14.919824351029058,21.163735930628444,6.786000963599999,15.041312471891962,11.439926632006042
63,20,1,2,2,1,0,0,0,2013,9.078979336205725,22.01157272464849,6.786000963599999,11.380016303998657,19.93862231211341
64,20,0,0,2,1,0,0,0,2014,17.05,23.299999999999997,10.60468243,16.700000000000003,12.95
65,20,0,1,2,1,0,0,0,2014,20.528816187233524,19.888761191140482,6.915121055199999,21.47148498065148,7.005670879295306
66,20,0,2,2,1,0,0,0,2014,12.537218770571648,22.33336666398534,6.915121055199999,12.791416715930877,19.980028109002603
67,20,4,0,2,1,0,0,0,2014,16.06002534010797,6.506801123394161,6.915121055199999,20.775107567847705,7.482138495836409
68,20,4,1,2,1,0,0,0,2014,18.505913370592314,16.71486732907814,6.915121055199999,21.466536053971733,7.4551632711017985
69,20,4,2,2,1,0,0,0,2014,12.53568364384719,18.970754938306765,6.915121055199999,15.330791095145266,20.33131874516911
70,20,2,0,2,1,0,0,0,2014,17.31868688047589,25.110471436770958,6.915121055199999,20.814327782180765,11.628515019348526
71,20,2,1,2,1,0,0,0,2014,18.92451326823594,24.328373300279843,6.915121055199999,20.680534465975306,9.117683980773664
72,20,2,2,2,1,0,0,0,2014,14.912636246562414,25.17086747483128,6.915121055199999,17.543253399440324,14.252886568515777
73,20,3,0,2,1,0,0,0,2014,21.71228719367366,20.204133240474196,6.915121055199999,16.682793276143755,13.894275579747365
74,20,3,1,2,1,0,0,0,2014,22.329053418383474,21.44427572780247,6.915121055199999,18.754833495572015,10.732101780587104
