,city_idx,encoded_strata_race_label,encoded_strata_sex_label,encoded_geo_strata_region,encoded_geo_strata_poverty,encoded_geo_strata_Population,encoded_geo_strata_PopDensity,encoded_geo_strata_Segregation,date_label,Cardiovascular Disease | High Blood Pressure,Income | Poverty and Near Poverty in All Ages,Mental Health | Teen Suicidal Ideation,Respiratory Disease | Teen Asthma,Substance Use | Adult Binge Drinking
14,20,1,1,2,1,0,0,0,2010,31.279999999999994,37.959373412,13.687902781509969,21.511859923902378,16.339999999999996
15,20,1,2,2,1,0,0,0,2010,31.279999999999994,37.959373412,11.742412455280839,21.79758827823978,16.339999999999996
16,20,0,0,2,1,0,0,0,2011,23.4,37.98052897,12.25,21.7,21.4
17,20,0,1,2,1,0,0,0,2011,31.28,37.959373412000005,13.8,23.6,16.339999999999996
18,20,0,2,2,1,0,0,0,2011,31.28,37.959373412000005,11.2,25.3,16.339999999999996
19,20,4,0,2,1,0,0,0,2011,31.28,37.959373412000005,12.97597646951053,20.462537508674846,16.339999999999996
20,20,4,1,2,1,0,0,0,2011,31.279999999999994,37.959373412000005,14.086028806080646,20.561709400054593,16.339999999999996
21,20,4,2,2,1,0,0,0,2011,31.279999999999994,37.959373412000005,10.31136156762965,20.734219135280565,16.339999999999996
22,20,2,0,2,1,0,0,0,2011,31.28,37.959373412000005,12.5,28.6,16.339999999999996
23,20,2,1,2,1,0,0,0,2011,31.279999999999994,37.959373412000005,13.631643796085395,25.797675852938568,16.339999999999996
24,20,2,2,2,1,0,0,0,2011,31.279999999999994,37.959373412000005,11.83291851026236,26.08115327227509,16.339999999999996
25,20,3,0,2,1,0,0,0,2011,31.28,37.959373412000005,14.5,19.6,16.339999999999996
26,20,3,1,2,1,0,0,0,2011,31.279999999999994,37.959373412000005,14.319423497500365,22.10710743145882,16.339999999999996
27,20,3,2,2,1,0,0,0,2011,31.279999999999994,37.959373412000005,12.52069821167733,20.898900391420465,16.339999999999996
28,20,5,0,2,1,0,0,0,2011,31.28,37.959373412000005,12.120003327488925,21.160013821877072,16.339999999999996
29,20,1,0,2,1,0,0,0,2011,31.28,37.959373412000005,12.7,22.1,16.339999999999996
30,20,1,1,2,1,0,0,0,2011,31.279999999999994,37.959373412000005,13.88463707397,22.047542294049745,16.339999999999996
31,20,1,2,2,1,0,0,0,2011,31.279999999999994,37.959373412000005,12.085911788146962,23.115110262544853,16.339999999999996
32,20,0,0,2,1,0,0,0,2012,23.4,37.98052897,12.25,21.7,21.4
33,20,0,1,2,1,0,0,0,2012,31.28,37.959373412,15.458811776592896,22.629423112255136,16.339999999999996
34,20,0,2,2,1,0,0,0,2012,31.28,37.959373412,10.62935421642038,23.426431884986947,16.339999999999996
35,20,4,0,2,1,0,0,0,2012,31.28,37.959373412,13.21671266866764,20.285071257771317,16.339999999999996
36,20,4,1,2,1,0,0,0,2012,31.279999999999994,37.959373412,15.422604295164104,22.685156702452712,16.339999999999996
37,20,4,2,2,1,0,0,0,2012,31.279999999999994,37.959373412,10.556209982462839,23.993003376781722,16.339999999999996
38,20,2,0,2,1,0,0,0,2012,31.28,37.959373412,12.53237989160595,27.61461854675065,16.339999999999996
39,20,2,1,2,1,0,0,0,2012,31.279999999999994,37.959373412,13.840712621300412,26.025866344208506,16.339999999999996
40,20,2,2,2,1,0,0,0,2012,31.279999999999994,37.959373412,12.05542734665569,26.30669773572565,16.339999999999996
41,20,3,0,2,1,0,0,0,2012,31.28,37.959373412,14.252980892892978,20.544062327756215,16.339999999999996
42,20,3,1,2,1,0,0,0,2012,31.279999999999994,37.959373412,14.290926859939646,21.70682928746228,16.339999999999996
43,20,3,2,2,1,0,0,0,2012,31.279999999999994,37.959373412,12.505641585294926,21.82956100244719,16.339999999999996
44,20,5,0,2,1,0,0,0,2012,31.28,37.959373412,12.120003327488925,21.16001382187707,16.339999999999996
45,20,1,0,2,1,0,0,0,2012,31.28,37.959373412,12.861761666360234,21.87351299834525,16.339999999999996
46,20,1,1,2,1,0,0,0,2012,31.279999999999994,37.959373412,13.881425242600825,21.646651132137176,16.339999999999996
47,20,1,2,2,1,0,0,0,2012,31.279999999999994,37.959373412,12.096139967956104,21.769382847122092,16.339999999999996
48,20,0,0,2,1,0,0,0,2013,23.4,32.27312639,12.7,20.85,21.4
49,20,0,1,2,1,0,0,0,2013,31.279999999999994,35.507731172,16.7,22.9,16.339999999999996
50,20,0,2,2,1,0,0,0,2013,31.279999999999994,35.507731172,10.4,22.6,16.339999999999996
51,20,4,0,2,1,0,0,0,2013,31.279999999999994,35.507731172,13.20103203414014,20.88125351105746,16.339999999999996
52,20,4,1,2,1,0,0,0,2013,31.279999999999994,35.507731172,15.425313080631607,23.024302103132612,16.339999999999996
53,20,4,2,2,1,0,0,0,2013,31.279999999999994,35.507731172,11.049737725216728,23.978348976796187,16.339999999999996
54,20,2,0,2,1,0,0,0,2013,31.279999999999994,35.507731172,12.6,24.3,16.339999999999996
55,20,2,1,2,1,0,0,0,2013,31.279999999999994,35.507731172,13.840660311945646,24.19951088004027,16.339999999999996
56,20,2,2,2,1,0,0,0,2013,31.279999999999994,35.507731172,12.059543488037578,24.319290776058384,16.339999999999996
57,20,3,0,2,1,0,0,0,2013,31.279999999999994,35.507731172,15.8,23.0,16.339999999999996
58,20,3,1,2,1,0,0,0,2013,31.279999999999994,35.507731172,14.281605943867804,19.702649399781908,16.339999999999996
59,20,3,2,2,1,0,0,0,2013,31.279999999999994,35.507731172,12.500489119959736,19.482706463777212,16.339999999999996
60,20,5,0,2,1,0,0,0,2013,31.279999999999994,35.507731172,12.300010238427461,20.480009470545397,16.339999999999996
61,20,1,0,2,1,0,0,0,2013,31.279999999999994,35.507731172,12.8,20.2,16.339999999999996
62,20,1,1,2,1,0,0,0,2013,31.279999999999994,35.507731172,13.88070922394162,22.01961685603154,16.339999999999996
63,20,1,2,2,1,0,0,0,2013,31.279999999999994,35.507731172,12.099592400033552,21.799673920026844,16.339999999999996
64,20,0,0,2,1,0,0,0,2014,23.4,32.27312639,12.7,20.85,21.4
65,20,0,1,2,1,0,0,0,2014,31.28,35.507731172,15.642923112965287,21.365673556343175,16.339999999999996
66,20,0,2,2,1,0,0,0,2014,31.28,35.507731172,9.048587299640925,21.54282941628995,16.339999999999996
67,20,4,0,2,1,0,0,0,2014,31.28,35.507731172,12.777895605001344,19.93812446011963,16.339999999999996
68,20,4,1,2,1,0,0,0,2014,31.279999999999994,35.507731172,14.835349777132741,20.101485887755803,16.339999999999996
69,20,4,2,2,1,0,0,0,2014,31.279999999999994,35.507731172,9.246393770004849,20.939999779403127,16.339999999999996
70,20,2,0,2,1,0,0,0,2014,31.28,35.507731172,12.87149836589081,28.408569898829796,16.339999999999996
71,20,2,1,2,1,0,0,0,2014,31.279999999999994,35.507731172,14.582316019226338,26.118740131204383,16.339999999999996
72,20,2,2,2,1,0,0,0,2014,31.279999999999994,35.507731172,10.979346763807955,25.898086895012337,16.339999999999996
73,20,3,0,2,1,0,0,0,2014,31.28,35.507731172,13.302825400718154,18.385665525199574,16.339999999999996
74,20,3,1,2,1,0,0,0,2014,31.279999999999994,35.507731172,14.978159061640604,19.502672329876546,16.339999999999996
75,20,3,2,2,1,0,0,0,2014,31.279999999999994,35.507731172,10.663741261827163,19.99346763807956,16.339999999999996
76,20,5,0,2,1,0,0,0,2014,31.28,35.507731172,12.480005631135102,20.480009470545397,16.339999999999996
77,20,1,0,2,1,0,0,0,2014,31.28,35.507731172,12.802925790013152,23.425669540771374,16.339999999999996
78,20,1,1,2,1,0,0,0,2014,31.279999999999994,35.507731172,14.938040291423869,21.328076374738,16.339999999999996
79,20,1,2,2,1,0,0,0,2014,31.279999999999994,35.507731172,10.623622491610426,21.818871682941015,16.339999999999996
80,20,0,0,2,1,0,0,0,2015,22.5,32.27312639,12.7,20.85,22.0
81,20,0,1,2,1,0,0,0,2015,30.96,35.507731172,16.2,19.4,17.48
82,20,0,2,2,1,0,0,0,2015,30.96,35.507731172,7.1,18.6,17.48
83,20,4,0,2,1,0,0,0,2015,30.96,35.507731172,13.082061892541535,20.409318514556634,17.48
84,20,4,1,2,1,0,0,0,2015,30.959999999999994,35.507731172,15.696076890879906,20.10622627135623,17.48
85,20,4,2,2,1,0,0,0,2015,30.959999999999994,35.507731172,9.44293925465648,20.50050858077927,17.48
86,20,2,0,2,1,0,0,0,2015,30.96,35.507731172,13.6,30.8,17.48
87,20,2,1,2,1,0,0,0,2015,30.959999999999994,35.507731172,15.419576096034897,25.000081519993294,17.48
88,20,2,2,2,1,0,0,0,2015,30.959999999999994,35.507731172,11.099388600050329,25.499347840053684,17.48
89,20,3,0,2,1,0,0,0,2015,30.96,35.507731172,10.6,13.6,17.48
90,20,3,1,2,1,0,0,0,2015,30.959999999999994,35.507731172,13.899592400033555,17.998777200100662,17.48
91,20,3,2,2,1,0,0,0,2015,30.959999999999994,35.507731172,10.83837775213354,18.498043520161055,17.48
92,20,5,0,2,1,0,0,0,2015,30.96,35.507731172,12.480005631135102,20.480009470545397,17.48
93,20,1,0,2,1,0,0,0,2015,30.96,35.507731172,13.4,25.5,17.48
94,20,1,1,2,1,0,0,0,2015,30.959999999999994,35.507731172,14.440293471975844,22.519942936004696,17.48
95,20,1,2,2,1,0,0,0,2015,30.959999999999994,35.507731172,11.37907882407583,23.019209256065093,17.48
96,20,0,0,2,1,0,0,0,2016,22.5,32.27312639,12.7,20.85,20.9
97,20,0,1,2,1,0,0,0,2016,30.96,35.507731172,16.048567221781926,20.314147081449764,17.32
98,20,0,2,2,1,0,0,0,2016,30.96,35.507731172,8.677135782087781,21.294228731409696,17.32
99,20,4,0,2,1,0,0,0,2016,30.96,35.507731172,12.914630706718999,19.759136708809127,17.32
100,20,4,1,2,1,0,0,0,2016,30.959999999999994,35.507731172,15.754407385871646,19.246710008145534,17.32
101,20,4,2,2,1,0,0,0,2016,30.959999999999994,35.507731172,9.361553769227726,20.43770797411588,17.32
102,20,2,0,2,1,0,0,0,2016,30.96,35.507731172,13.874276918271296,31.81701263788592,17.32
103,20,2,1,2,1,0,0,0,2016,30.959999999999994,35.507731172,15.297624595665294,26.82438171649931,17.32
104,20,2,2,2,1,0,0,0,2016,30.959999999999994,35.507731172,10.864928963994513,27.3860444995336,17.32
105,20,3,0,2,1,0,0,0,2016,30.96,35.507731172,11.722864217912221,16.408476202154457,17.32
106,20,3,1,2,1,0,0,0,2016,30.959999999999994,35.507731172,13.261959708576132,16.7601781553251,17.32
107,20,3,2,2,1,0,0,0,2016,30.959999999999994,35.507731172,10.192873786995882,17.321840938359397,17.32
108,20,5,0,2,1,0,0,0,2016,30.96,35.507731172,12.660001023842744,20.780001791724803,17.32
109,20,1,0,2,1,0,0,0,2016,30.96,35.507731172,13.671424747074479,24.6743773075663,17.32
110,20,1,1,2,1,0,0,0,2016,30.959999999999994,35.507731172,14.60296925541838,23.171032848636486,17.32
111,20,1,2,2,1,0,0,0,2016,30.959999999999994,35.507731172,11.533883333838132,23.73269563167078,17.32
112,20,0,0,2,1,0,0,0,2017,22.5,32.27312639,13.15,21.6,24.0
113,20,0,1,2,1,0,0,0,2017,32.08,35.507731172,15.6,18.6,18.46
114,20,0,2,2,1,0,0,0,2017,32.08,35.507731172,9.4,22.2,18.46
115,20,4,0,2,1,0,0,0,2017,32.08,35.507731172,14.077681698306247,18.478986147261786,18.46
116,20,4,1,2,1,0,0,0,2017,32.08,35.507731172,14.877034190331283,20.938166280004946,18.46
117,20,4,2,2,1,0,0,0,2017,32.08,35.507731172,9.701619946883962,21.451835020910718,18.46
118,20,2,0,2,1,0,0,0,2017,32.08,35.507731172,15.0,33.3,18.46
119,20,2,1,2,1,0,0,0,2017,32.08,35.507731172,14.500652159946316,26.839274472059724,18.46
120,20,2,2,2,1,0,0,0,2017,32.08,35.507731172,11.880260863978526,27.400285319976515,18.46
121,20,3,0,2,1,0,0,0,2017,32.08,35.507731172,11.3,15.5,18.46
122,20,3,1,2,1,0,0,0,2017,32.08,35.507731172,13.240171191985908,16.76023640798054,18.46
123,20,3,2,2,1,0,0,0,2017,32.08,35.507731172,10.61977989601812,17.321247255897333,18.46
124,20,5,0,2,1,0,0,0,2017,32.08,35.507731172,12.840007934781282,21.080013309955696,18.46
125,20,1,0,2,1,0,0,0,2017,32.08,35.507731172,14.2,26.2,18.46
126,20,1,1,2,1,0,0,0,2017,32.08,35.507731172,14.580260863978527,23.179364144052343,18.46
127,20,1,2,2,1,0,0,0,2017,32.08,35.507731172,11.959869568010738,23.740374991969134,18.46
128,20,0,0,2,1,0,0,0,2018,22.5,26.05840009,13.15,21.6,22.1
129,20,0,1,2,1,0,0,0,2018,32.08,30.931034438,15.353029119977307,20.388021311760284,17.959999999999997
130,20,0,2,2,1,0,0,0,2018,32.08,30.931034438,9.16467710821019,22.738107431553736,17.959999999999997
131,20,4,0,2,1,0,0,0,2018,32.08,30.931034438,14.108292843094416,18.1459935321448,17.959999999999997
132,20,4,1,2,1,0,0,0,2018,32.08,30.931034437999998,16.13394103379862,20.94156974788536,17.959999999999997
133,20,4,2,2,1,0,0,0,2018,32.08,30.931034437999998,10.968106108519294,21.45986884085454,17.959999999999997
134,20,2,0,2,1,0,0,0,2018,32.08,30.931034438,13.502956779350814,33.270452875242306,17.959999999999997
135,20,2,1,2,1,0,0,0,2018,32.08,30.931034437999998,14.502672329876543,26.828241748543206,17.959999999999997
136,20,2,2,2,1,0,0,0,2018,32.08,30.931034437999998,11.874892880680383,25.82137863901235,17.959999999999997
137,20,3,0,2,1,0,0,0,2018,32.08,30.931034438,11.552974003309501,17.085078311576424,17.959999999999997
138,20,3,1,2,1,0,0,0,2018,32.08,30.931034437999998,13.24783883430453,17.915605501980792,17.959999999999997
139,20,3,2,2,1,0,0,0,2018,32.08,30.931034437999998,10.620059385108368,18.173539804707822,17.959999999999997
140,20,5,0,2,1,0,0,0,2018,32.08,30.931034438,13.04000281556755,21.480003071528234,17.959999999999997
141,20,1,0,2,1,0,0,0,2018,32.08,30.931034438,13.417713117770974,24.56495269154922,17.959999999999997
142,20,1,1,2,1,0,0,0,2018,32.08,30.931034437999998,14.583503721393692,21.96760129387106,17.959999999999997
143,20,1,2,2,1,0,0,0,2018,32.08,30.931034437999998,11.95572427219753,24.57726828501509,17.959999999999997
144,20,0,0,2,1,0,0,0,2019,22.2,26.05840009,13.2,21.85,22.0
145,20,0,1,2,1,0,0,0,2019,30.839999999999996,30.931034438,16.1,19.4,18.220000000000002
146,20,0,2,2,1,0,0,0,2019,30.839999999999996,30.931034438,9.2,22.8,18.220000000000002
147,20,4,0,2,1,0,0,0,2019,30.839999999999996,30.931034438,14.332248195961496,18.095277542302135,18.220000000000002
148,20,4,1,2,1,0,0,0,2019,30.839999999999993,30.931034437999998,16.2900315217626,20.50569377178427,18.22
149,20,4,2,2,1,0,0,0,2019,30.839999999999993,30.931034437999998,12.27190390961745,22.500126360309483,18.22
150,20,2,0,2,1,0,0,0,2019,30.839999999999996,30.931034438,12.2,32.1,18.220000000000002
151,20,2,1,2,1,0,0,0,2019,30.839999999999993,30.931034437999998,15.542084053523158,25.610865607623108,18.22
152,20,2,2,2,1,0,0,0,2019,30.839999999999993,30.931034437999998,11.61193739013584,28.976815907438116,18.22
153,20,3,0,2,1,0,0,0,2019,30.839999999999996,30.931034438,12.6,16.7,18.220000000000002
154,20,3,1,2,1,0,0,0,2019,30.839999999999993,30.931034437999998,14.722709649199672,18.8986652397691,18.22
155,20,3,2,2,1,0,0,0,2019,30.839999999999993,30.931034437999998,12.0738816880959,20.313951246555423,18.22
156,20,5,0,2,1,0,0,0,2019,30.839999999999996,30.931034438,13.060003583449609,21.580006910938533,18.220000000000002
157,20,1,0,2,1,0,0,0,2019,30.839999999999996,30.931034438,13.6,26.2,18.220000000000002
158,20,1,1,2,1,0,0,0,2019,30.839999999999993,30.931034437999998,14.76501548259989,21.988191679826006,18.22
159,20,1,2,2,1,0,0,0,2019,30.839999999999993,30.931034437999998,12.116187521496121,24.57005143048243,18.22
160,20,0,0,2,1,0,0,0,2020,22.2,26.05840009,13.2,21.85,21.0
161,20,0,1,2,1,0,0,0,2020,30.839999999999996,30.931034438,15.648040853937808,20.829091831243744,16.82
162,20,0,2,2,1,0,0,0,2020,30.839999999999996,30.931034438,9.879921290578546,23.055759822304825,16.82
163,20,4,0,2,1,0,0,0,2020,30.839999999999996,30.931034438,15.8560394491859,18.088525690299253,16.82
164,20,4,1,2,1,0,0,0,2020,30.839999999999993,30.931034437999998,16.291862131524855,20.295105226689888,16.819999999999997
165,20,4,2,2,1,0,0,0,2020,30.839999999999993,30.931034437999998,12.27953036126569,22.481317129329717,16.819999999999997
166,20,2,0,2,1,0,0,0,2020,30.839999999999996,30.931034438,12.52804647603934,32.76189619348401,16.82
167,20,2,1,2,1,0,0,0,2020,30.839999999999993,30.931034437999998,15.543352110321557,25.609100829453084,16.819999999999997
168,20,2,2,2,1,0,0,0,2020,30.839999999999993,30.931034437999998,11.608884655914984,28.983206554475757,16.819999999999997
169,20,3,0,2,1,0,0,0,2020,30.839999999999996,30.931034438,13.387860946688761,18.98817753012883,16.82
170,20,3,1,2,1,0,0,0,2020,30.839999999999993,30.931034437999998,14.729331580282897,18.9082858525403,16.819999999999997
171,20,3,2,2,1,0,0,0,2020,30.839999999999993,30.931034437999998,12.082855374249224,20.321569080040046,16.819999999999997
172,20,5,0,2,1,0,0,0,2020,30.839999999999996,30.931034438,13.319807579112585,22.019727403742824,16.82
173,20,1,0,2,1,0,0,0,2020,30.839999999999996,30.931034438,13.27293638995711,23.23804543994953,16.82
174,20,1,1,2,1,0,0,0,2020,30.839999999999993,30.931034437999998,14.764312863677022,22.98567959121526,16.819999999999997
175,20,1,2,2,1,0,0,0,2020,30.839999999999993,30.931034437999998,12.117836657643345,25.091017817840747,16.819999999999997
176,20,0,0,2,1,0,0,0,2021,22.5,26.05840009,13.129999999999999,21.935,21.6
177,20,0,1,2,1,0,0,0,2021,30.380000000000003,30.931034438,15.50133343433349,20.00195475087238,17.4
178,20,0,2,2,1,0,0,0,2021,30.380000000000003,30.931034438,10.130666464666357,22.577357503865777,17.4
179,20,4,0,2,1,0,0,0,2021,30.380000000000003,30.931034438,15.80191283159145,18.0711585134844,17.4
180,20,4,1,2,1,0,0,0,2021,30.379999999999995,30.931034437999998,16.2975025810795,20.308967803746707,17.4
181,20,4,2,2,1,0,0,0,2021,30.379999999999995,30.931034437999998,12.303237351472916,22.483570334877186,17.4
182,20,2,0,2,1,0,0,0,2021,30.380000000000003,30.931034438,12.50194886556433,29.96986634426711,17.4
183,20,2,1,2,1,0,0,0,2021,30.379999999999995,30.931034437999998,15.54753993930457,25.603597555246104,17.4
184,20,2,2,2,1,0,0,0,2021,30.379999999999995,30.931034437999998,11.599573342918406,29.00331999869275,17.4
185,20,3,0,2,1,0,0,0,2021,30.380000000000003,30.931034438,13.761743216819943,20.13651875967201,17.4
186,20,3,1,2,1,0,0,0,2021,30.379999999999995,30.931034437999998,14.749954378007798,18.938303015247016,17.4
187,20,3,2,2,1,0,0,0,2021,30.379999999999995,30.931034437999998,12.110923160246218,20.34531786735475,17.4
188,20,5,0,2,1,0,0,0,2021,30.380000000000003,30.931034438,13.318668624451362,22.018113884639426,17.4
189,20,1,0,2,1,0,0,0,2021,30.380000000000003,30.931034438,13.4283312745025,21.16199304837468,17.4
190,20,1,1,2,1,0,0,0,2021,30.379999999999995,30.931034437999998,14.76211647285795,22.995123144834302,17.4
191,20,1,2,2,1,0,0,0,2021,30.379999999999995,30.931034437999998,12.12308525509637,25.105446558591066,17.4
192,20,0,0,2,1,0,0,0,2022,22.5,26.05840009,13.27826086956522,21.67391304347826,21.6
193,20,0,1,2,1,0,0,0,2022,30.380000000000003,30.931034438,15.1699280118235,20.148585955241725,17.400000000000002
194,20,0,2,2,1,0,0,0,2022,30.380000000000003,30.931034438,11.117366086080429,22.588224075131368,17.400000000000002
195,20,4,0,2,1,0,0,0,2022,30.380000000000003,30.931034438,15.801654270500267,19.546202884028485,17.400000000000002
196,20,4,1,2,1,0,0,0,2022,30.379999999999995,30.931034437999998,16.515469073778103,20.052879973079875,17.400000000000002
197,20,4,2,2,1,0,0,0,2022,30.379999999999995,30.931034437999998,12.266557449314552,21.51402429544874,17.400000000000002
198,20,2,0,2,1,0,0,0,2022,30.380000000000003,30.931034438,11.370866005651703,29.62455867561218,17.400000000000002
199,20,2,1,2,1,0,0,0,2022,30.379999999999995,30.931034437999998,15.255879511646837,25.83807889915771,17.400000000000002
200,20,2,2,2,1,0,0,0,2022,30.379999999999995,30.931034437999998,11.619935168980554,27.283628746035426,17.400000000000002
201,20,3,0,2,1,0,0,0,2022,30.380000000000003,30.931034438,14.855529042020224,21.929983649665715,17.400000000000002
202,20,3,1,2,1,0,0,0,2022,30.379999999999995,30.931034437999998,15.142710092419415,20.66300734167881,17.400000000000002
203,20,3,2,2,1,0,0,0,2022,30.379999999999995,30.931034437999998,12.270116209119974,22.108557188556528,17.400000000000002
204,20,5,0,2,1,0,0,0,2022,30.380000000000003,30.931034438,13.315439601083613,21.590260897561873,17.400000000000002
205,20,1,0,2,1,0,0,0,2022,30.380000000000003,30.931034438,14.05182011762662,18.561961927889197,17.400000000000002
206,20,1,1,2,1,0,0,0,2022,30.379999999999995,30.931034437999998,14.42917859291315,20.86226421853032,17.400000000000002
207,20,1,2,2,1,0,0,0,2022,30.379999999999995,30.931034437999998,11.713169419227423,22.30781406540804,17.400000000000002
208,24,0,0,2,0,0,0,1,2010,37.6,44.79278815,14.4,33.3,14.5
209,24,0,1,2,0,0,0,1,2010,38.96054519251435,47.11049650531019,16.134958760533706,22.770098339146575,12.699278421672185
210,24,0,2,2,0,0,0,1,2010,38.96054519251435,47.11049650531019,11.710320545520213,25.870903421320712,12.699278421672185
211,24,4,0,2,0,0,0,1,2010,38.96054519251435,47.11049650531019,15.222239769344785,18.47279808947346,12.699278421672185
212,24,4,1,2,0,0,0,1,2010,38.96027338329577,47.110033474386704,16.104198457324337,22.22956478703762,12.699638169167356
213,24,4,2,2,0,0,0,1,2010,38.96027338329577,47.110033474386704,11.7183969307418,25.34621420145021,12.699638169167356
214,24,2,0,2,0,0,0,1,2010,38.96054519251435,47.11049650531019,13.503162002791818,27.547069120408374,12.699278421672185
215,24,2,1,2,0,0,0,1,2010,38.96027338329577,47.110033474386704,14.647714537234899,26.14582332598308,12.699638169167356
216,24,2,2,2,0,0,0,1,2010,38.96027338329577,47.110033474386704,13.031782340771517,27.880959813378475,12.699638169167356
217,24,3,0,2,0,0,0,1,2010,38.96054519251435,47.11049650531019,12.667543962693568,20.3361298381268,12.699278421672185
218,24,3,1,2,0,0,0,1,2010,38.96027338329577,47.110033474386704,14.240971563313707,22.576106479767475,12.699638169167356
219,24,3,2,2,0,0,0,1,2010,38.96027338329577,47.110033474386704,11.619830874489404,24.325915759381957,12.699638169167356
220,24,5,0,2,0,0,0,1,2010,38.96054519251435,47.11049650531019,14.342477406560922,30.615612306176335,12.699278421672185
221,24,1,0,2,0,0,0,1,2010,38.96054519251435,47.11049650531019,14.521514836800753,18.78847853610489,12.699278421672185
222,24,1,1,2,0,0,0,1,2010,38.96027338329577,47.110033474386704,16.914819957174732,20.609132825186787,12.699638169167356
223,24,1,2,2,0,0,0,1,2010,38.96027338329577,47.110033474386704,14.091294594573462,22.362862025877497,12.699638169167356
224,24,0,0,2,0,0,0,1,2011,37.6,44.79278815,14.4,33.3,14.5
225,24,0,1,2,0,0,0,1,2011,38.96000870266334,47.10958258711249,16.59815748610945,25.673286068421604,12.699988481769104
226,24,0,2,2,0,0,0,1,2011,38.96000870266334,47.10958258711249,11.94851575269928,28.540123338226284,12.699988481769104
227,24,4,0,2,0,0,0,1,2011,38.96000870266334,47.10958258711249,14.610687185211905,19.032641809535065,12.699988481769104
228,24,4,1,2,0,0,0,1,2011,38.9600043516658,47.10957517512544,16.58078064569629,24.579397804704968,12.699994240442322
229,24,4,2,2,0,0,0,1,2011,38.9600043516658,47.10957517512544,12.014913528837516,27.439890909649684,12.699994240442322
230,24,2,0,2,0,0,0,1,2011,38.96000870266334,47.10958258711249,13.699283466820342,30.28229265419145,12.699988481769104
231,24,2,1,2,0,0,0,1,2011,38.9600043516658,47.10957517512544,14.650108145326346,26.17865738480268,12.699994240442322
232,24,2,2,2,0,0,0,1,2011,38.9600043516658,47.10957517512544,13.029232627804545,27.912284858401296,12.699994240442322
233,24,3,0,2,0,0,0,1,2011,38.96000870266334,47.10958258711249,12.699850269776839,19.223639058069,12.699988481769104
234,24,3,1,2,0,0,0,1,2011,38.9600043516658,47.10957517512544,14.247550747136126,22.59998255009078,12.699994240442322
235,24,3,2,2,0,0,0,1,2011,38.9600043516658,47.10957517512544,11.619777816555354,24.35286918988026,12.699994240442322
236,24,5,0,2,0,0,0,1,2011,38.96000870266334,47.10958258711249,14.4,33.3,12.699988481769104
237,24,1,0,2,0,0,0,1,2011,38.96000870266334,47.10958258711249,14.5189589957097,18.761563701525812,12.699988481769104
238,24,1,1,2,0,0,0,1,2011,38.9600043516658,47.10957517512544,16.561555284112522,24.379986040072627,12.699994240442322
239,24,1,2,2,0,0,0,1,2011,38.9600043516658,47.10957517512544,12.984447158874769,26.706429359967363,12.699994240442322
240,24,0,0,2,0,0,0,1,2012,37.6,44.79278815,14.4,33.3,14.5
241,24,0,1,2,0,0,0,1,2012,38.96000870266334,46.64769277397848,16.624006371715073,27.336548342302823,12.699988481769104
242,24,0,2,2,0,0,0,1,2012,38.96000870266334,46.64769277397848,11.859973763526185,30.21255134075697,12.699988481769104
243,24,4,0,2,0,0,0,1,2012,38.96000870266334,46.64769277397848,17.203043783109223,20.553227121129435,12.699988481769104
244,24,4,1,2,0,0,0,1,2012,38.9600043516658,46.647679451012365,16.58153887530494,24.646055796753956,12.699994240442322
